shopping_mall,Region,category,forecast_date,forecasted_sales
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-04-30,96.24302818290708
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-01,121.23983504951764
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-02,92.04593860671739
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-03,96.51982949281854
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-04,68.5082756181595
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-05,95.79572123137274
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-06,69.29122145345387
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-07,81.47866093831075
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-08,92.87267018757655
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-09,57.22085349479842
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-10,63.340247636932084
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-11,44.01289115302701
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-12,79.70205611310958
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-13,56.189553155636425
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-14,68.40588084634868
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-15,82.87565408441827
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-16,55.88255232514923
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-17,71.78024044110221
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-18,55.06939337163215
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-19,82.79563944089365
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-20,47.510943301564346
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-21,54.64844146416037
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-22,77.98517543164328
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-23,70.1262526422294
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-24,104.24448917699078
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-25,94.82745720135686
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-26,118.78700485011967
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-27,75.08288230577122
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-28,78.56170491309229
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-29,103.9581172726831
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-30,98.4218984783011
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-05-31,129.98679264201928
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-06-01,113.86081348869902
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-06-02,133.73025692716894
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-06-03,93.67262845798685
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-06-04,106.80991017665134
Forum Istanbul,Bayrampaşa,Food & Beverage,2023-06-05,139.3178054863284
Forum Istanbul,Bayrampaşa,Shoes,2023-03-09,13165.211012191417
Forum Istanbul,Bayrampaşa,Shoes,2023-03-10,12079.724386976892
Forum Istanbul,Bayrampaşa,Shoes,2023-03-11,9983.54826580789
Forum Istanbul,Bayrampaşa,Shoes,2023-03-12,9380.664185896161
Forum Istanbul,Bayrampaşa,Shoes,2023-03-13,8381.998696691237
Forum Istanbul,Bayrampaşa,Shoes,2023-03-14,7904.2512121453465
Forum Istanbul,Bayrampaşa,Shoes,2023-03-15,10581.755197611687
Forum Istanbul,Bayrampaşa,Shoes,2023-03-16,12238.904895680143
Forum Istanbul,Bayrampaşa,Shoes,2023-03-17,12350.912479446768
Forum Istanbul,Bayrampaşa,Shoes,2023-03-18,12925.63334651337
Forum Istanbul,Bayrampaşa,Shoes,2023-03-19,15303.772133753224
Forum Istanbul,Bayrampaşa,Shoes,2023-03-20,15854.546236988726
Forum Istanbul,Bayrampaşa,Shoes,2023-03-21,14443.345953942036
Forum Istanbul,Bayrampaşa,Shoes,2023-03-22,14170.330837372683
Forum Istanbul,Bayrampaşa,Shoes,2023-03-23,12491.991350586673
Forum Istanbul,Bayrampaşa,Shoes,2023-03-24,10464.869460161808
Forum Istanbul,Bayrampaşa,Shoes,2023-03-25,10553.151718952595
Forum Istanbul,Bayrampaşa,Shoes,2023-03-26,13371.43086530107
Forum Istanbul,Bayrampaşa,Shoes,2023-03-27,14258.051295681655
Forum Istanbul,Bayrampaşa,Shoes,2023-03-28,12677.823887316985
Forum Istanbul,Bayrampaşa,Shoes,2023-03-29,12095.839501912546
Forum Istanbul,Bayrampaşa,Shoes,2023-03-30,10435.788014934467
Forum Istanbul,Bayrampaşa,Shoes,2023-03-31,8664.1413442149
Forum Istanbul,Bayrampaşa,Shoes,2023-04-01,8639.512048124077
Forum Istanbul,Bayrampaşa,Shoes,2023-04-02,10569.72742497217
Forum Istanbul,Bayrampaşa,Shoes,2023-04-03,10206.27074315953
Forum Istanbul,Bayrampaşa,Shoes,2023-04-04,8079.346983586724
Forum Istanbul,Bayrampaşa,Shoes,2023-04-05,8466.244393909652
Forum Istanbul,Bayrampaşa,Shoes,2023-04-06,9031.421903563558
Forum Istanbul,Bayrampaşa,Shoes,2023-04-07,9497.185299977833
Forum Istanbul,Bayrampaşa,Shoes,2023-04-08,10425.491441088087
Forum Istanbul,Bayrampaşa,Shoes,2023-04-09,11641.037105676558
Forum Istanbul,Bayrampaşa,Shoes,2023-04-10,9577.557741607694
Forum Istanbul,Bayrampaşa,Shoes,2023-04-11,5794.055048597303
Forum Istanbul,Bayrampaşa,Shoes,2023-04-12,5076.923377770027
Forum Istanbul,Bayrampaşa,Shoes,2023-04-13,4892.412948955661
Forum Istanbul,Bayrampaşa,Shoes,2023-04-14,4674.557948530654
Forum Istanbul,Bayrampaşa,Shoes,2023-04-15,5277.526310218969
Forum Istanbul,Bayrampaşa,Shoes,2023-04-16,7343.131344390012
Forum Istanbul,Bayrampaşa,Shoes,2023-04-17,7818.559312860176
Forum Istanbul,Bayrampaşa,Shoes,2023-04-18,7675.3131870720135
Forum Istanbul,Bayrampaşa,Shoes,2023-04-19,10093.588074502628
Forum Istanbul,Bayrampaşa,Shoes,2023-04-20,10963.092113243927
Forum Istanbul,Bayrampaşa,Shoes,2023-04-21,1022.7636195329254
Forum Istanbul,Bayrampaşa,Shoes,2023-04-22,0.0
Forum Istanbul,Bayrampaşa,Shoes,2023-04-23,0.0
Forum Istanbul,Bayrampaşa,Shoes,2023-04-24,7190.2989259286605
Forum Istanbul,Bayrampaşa,Shoes,2023-04-25,7881.747366966131
Forum Istanbul,Bayrampaşa,Shoes,2023-04-26,11480.75556806672
Forum Istanbul,Bayrampaşa,Shoes,2023-04-27,13063.145961913655
Forum Istanbul,Bayrampaşa,Shoes,2023-04-28,11726.306911065156
Forum Istanbul,Bayrampaşa,Shoes,2023-04-29,10000.15131157003
Forum Istanbul,Bayrampaşa,Shoes,2023-04-30,10537.267618095259
Forum Istanbul,Bayrampaşa,Shoes,2023-05-01,18198.09424923807
Forum Istanbul,Bayrampaşa,Shoes,2023-05-02,11369.802199955451
Forum Istanbul,Bayrampaşa,Shoes,2023-05-03,13913.264223902977
Forum Istanbul,Bayrampaşa,Shoes,2023-05-04,14476.21640058225
Forum Istanbul,Bayrampaşa,Shoes,2023-05-05,13228.64101999916
Forum Istanbul,Bayrampaşa,Shoes,2023-05-06,13040.178303332747
Forum Istanbul,Bayrampaşa,Shoes,2023-05-07,15739.863287108588
Forum Istanbul,Bayrampaşa,Shoes,2023-05-08,17519.859543031784
Forum Istanbul,Bayrampaşa,Shoes,2023-05-09,17589.932570233796
Forum Istanbul,Bayrampaşa,Shoes,2023-05-10,18277.225378550385
Forum Istanbul,Bayrampaşa,Shoes,2023-05-11,16469.004851852525
Forum Istanbul,Bayrampaşa,Shoes,2023-05-12,13195.784202893938
Forum Istanbul,Bayrampaşa,Shoes,2023-05-13,11461.319798623454
Forum Istanbul,Bayrampaşa,Shoes,2023-05-14,12763.551284668234
Forum Istanbul,Bayrampaşa,Shoes,2023-05-15,13253.044333333914
Forum Istanbul,Bayrampaşa,Shoes,2023-05-16,12774.76956247824
Forum Istanbul,Bayrampaşa,Shoes,2023-05-17,14469.559448561613
Forum Istanbul,Bayrampaşa,Shoes,2023-05-18,15256.784821139248
Forum Istanbul,Bayrampaşa,Shoes,2023-05-19,19801.7446125673
Forum Istanbul,Bayrampaşa,Shoes,2023-05-20,14916.665250712918
Forum Istanbul,Bayrampaşa,Shoes,2023-05-21,15468.979124722882
Forum Istanbul,Bayrampaşa,Shoes,2023-05-22,13254.103570539806
Forum Istanbul,Bayrampaşa,Shoes,2023-05-23,9763.32517192403
Forum Istanbul,Bayrampaşa,Shoes,2023-05-24,9730.203170378987
Forum Istanbul,Bayrampaşa,Shoes,2023-05-25,10517.672370957309
Forum Istanbul,Bayrampaşa,Shoes,2023-05-26,11230.942327446468
Forum Istanbul,Bayrampaşa,Shoes,2023-05-27,12068.33660520528
Forum Istanbul,Bayrampaşa,Shoes,2023-05-28,13043.73158803047
Forum Istanbul,Bayrampaşa,Shoes,2023-05-29,11111.046326141004
Forum Istanbul,Bayrampaşa,Shoes,2023-05-30,8224.671828226881
Forum Istanbul,Bayrampaşa,Shoes,2023-05-31,9018.014822631676
Forum Istanbul,Bayrampaşa,Shoes,2023-06-01,10222.993418294858
Forum Istanbul,Bayrampaşa,Shoes,2023-06-02,10520.21346973187
Forum Istanbul,Bayrampaşa,Shoes,2023-06-03,10521.216114671251
Forum Istanbul,Bayrampaşa,Shoes,2023-06-04,11308.52119330868
Forum Istanbul,Bayrampaşa,Shoes,2023-06-05,10641.882027384981
Forum Istanbul,Bayrampaşa,Shoes,2023-06-06,10213.454800458998
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-09,100.44199266201427
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-10,87.86276092839056
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-11,48.4915316682337
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-12,52.23487713264946
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-13,15.963623849777894
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-14,38.514983541370015
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-15,44.099816999683966
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-16,85.31961504756094
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-17,101.59965983540704
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-18,84.79548444995496
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-19,102.7179233422603
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-20,69.26387411892703
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-21,80.67636044238948
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-22,64.0416496026119
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-23,81.37578180272229
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-24,83.72510270124604
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-25,68.4555847299442
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-26,98.42669571869727
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-27,76.32138295400392
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-28,89.48630524564045
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-29,65.65141096333761
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-30,74.99250108089487
Forum Istanbul,Bayrampaşa,Souvenir,2023-03-31,76.71826937079582
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-01,69.3001736551944
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-02,110.07009461397821
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-03,96.59371202517704
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-04,116.73999064269906
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-05,103.76578939247963
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-06,130.60683612479048
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-07,150.84177700851794
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-08,150.5427929650769
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-09,177.08038624118913
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-10,129.81063368262582
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-11,110.293772066796
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-12,69.45677389683388
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-13,90.4900410316553
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-14,125.37468764709287
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-15,150.3888276117078
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-16,202.78029834852344
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-17,176.562428948116
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-18,170.9723585707874
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-19,134.62909158964877
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-20,147.37645698642203
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-21,160.95690354654576
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-22,157.98307604112696
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-23,187.03199558497172
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-24,151.68550334018855
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-25,151.4001283726485
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-26,125.87853953500804
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-27,143.6700416298789
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-28,152.12619019910855
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-29,138.9461441032551
Forum Istanbul,Bayrampaşa,Souvenir,2023-04-30,161.82260726945958
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-01,124.13260650717602
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-02,138.50694085133898
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-03,122.35613993416513
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-04,146.79179664421076
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-05,162.88346628587726
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-06,163.46572057208374
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-07,205.06115271088896
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-08,186.7492592983716
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-09,192.49871194828307
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-10,151.07872148118625
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-11,136.36526577046533
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-12,116.51742083903403
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-13,99.39009004578907
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-14,145.76571766307652
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-15,148.29340302962632
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-16,180.03197724535394
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-17,161.96485315050947
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-18,164.49613272952772
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-19,142.7387816773263
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-20,135.22866745218576
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-21,166.62967296112825
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-22,143.76566927423173
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-23,148.98234687123218
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-24,114.78359324878349
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-25,116.89442853640439
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-26,116.95244760819357
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-27,108.60436249274001
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-28,141.47751868906695
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-29,111.83391889161311
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-30,109.99091069195282
Forum Istanbul,Bayrampaşa,Souvenir,2023-05-31,76.48872307727133
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-01,87.96182671608581
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-02,100.71260478557116
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-03,103.13805133013769
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-04,145.37841835014672
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-05,129.1369409124379
Forum Istanbul,Bayrampaşa,Souvenir,2023-06-06,147.3518285684976
Forum Istanbul,Bayrampaşa,Technology,2023-03-08,13562.24822703528
Forum Istanbul,Bayrampaşa,Technology,2023-03-09,10117.109912050677
Forum Istanbul,Bayrampaşa,Technology,2023-03-10,8241.50723203052
Forum Istanbul,Bayrampaşa,Technology,2023-03-11,8712.8041694346
Forum Istanbul,Bayrampaşa,Technology,2023-03-12,8864.795948250154
Forum Istanbul,Bayrampaşa,Technology,2023-03-13,13589.244585013286
Forum Istanbul,Bayrampaşa,Technology,2023-03-14,11269.838480039178
Forum Istanbul,Bayrampaşa,Technology,2023-03-15,13192.578517244277
Forum Istanbul,Bayrampaşa,Technology,2023-03-16,12571.99101494188
Forum Istanbul,Bayrampaşa,Technology,2023-03-17,14590.659878710565
Forum Istanbul,Bayrampaşa,Technology,2023-03-18,17739.392101653688
Forum Istanbul,Bayrampaşa,Technology,2023-03-19,17636.215266930736
Forum Istanbul,Bayrampaşa,Technology,2023-03-20,19510.52725699251
Forum Istanbul,Bayrampaşa,Technology,2023-03-21,13862.649671563688
Forum Istanbul,Bayrampaşa,Technology,2023-03-22,14008.37305783869
Forum Istanbul,Bayrampaşa,Technology,2023-03-23,13515.598919368527
Forum Istanbul,Bayrampaşa,Technology,2023-03-24,16205.650099763277
Forum Istanbul,Bayrampaşa,Technology,2023-03-25,19044.781572239397
Forum Istanbul,Bayrampaşa,Technology,2023-03-26,17472.87823997701
Forum Istanbul,Bayrampaşa,Technology,2023-03-27,17926.132314194925
Forum Istanbul,Bayrampaşa,Technology,2023-03-28,12155.20443446499
Forum Istanbul,Bayrampaşa,Technology,2023-03-29,13356.48466267939
Forum Istanbul,Bayrampaşa,Technology,2023-03-30,13701.937427746703
Forum Istanbul,Bayrampaşa,Technology,2023-03-31,15715.661761276
Forum Istanbul,Bayrampaşa,Technology,2023-04-01,16557.863507328162
Forum Istanbul,Bayrampaşa,Technology,2023-04-02,13271.680068507236
Forum Istanbul,Bayrampaşa,Technology,2023-04-03,13784.468483231603
Forum Istanbul,Bayrampaşa,Technology,2023-04-04,9767.147407677052
Forum Istanbul,Bayrampaşa,Technology,2023-04-05,12712.956153967563
Forum Istanbul,Bayrampaşa,Technology,2023-04-06,13056.738032273208
Forum Istanbul,Bayrampaşa,Technology,2023-04-07,13143.724099175264
Forum Istanbul,Bayrampaşa,Technology,2023-04-08,11707.30193672987
Forum Istanbul,Bayrampaşa,Technology,2023-04-09,7657.955168083799
Forum Istanbul,Bayrampaşa,Technology,2023-04-10,9387.900180865046
Forum Istanbul,Bayrampaşa,Technology,2023-04-11,7359.66854493113
Forum Istanbul,Bayrampaşa,Technology,2023-04-12,11474.647418982944
Forum Istanbul,Bayrampaşa,Technology,2023-04-13,11889.038655549812
Forum Istanbul,Bayrampaşa,Technology,2023-04-14,12253.31215564778
Forum Istanbul,Bayrampaşa,Technology,2023-04-15,12852.19049162459
Forum Istanbul,Bayrampaşa,Technology,2023-04-16,12666.028125026087
Forum Istanbul,Bayrampaşa,Technology,2023-04-17,18279.36038470964
Forum Istanbul,Bayrampaşa,Technology,2023-04-18,17909.93774696656
Forum Istanbul,Bayrampaşa,Technology,2023-04-19,20662.78035346968
Forum Istanbul,Bayrampaşa,Technology,2023-04-20,18072.328538152924
Forum Istanbul,Bayrampaşa,Technology,2023-04-21,3141.792701907128
Forum Istanbul,Bayrampaşa,Technology,2023-04-22,3359.9626093786287
Forum Istanbul,Bayrampaşa,Technology,2023-04-23,5728.491750729609
Forum Istanbul,Bayrampaşa,Technology,2023-04-24,23262.786012769644
Forum Istanbul,Bayrampaşa,Technology,2023-04-25,22150.35793757574
Forum Istanbul,Bayrampaşa,Technology,2023-04-26,23427.542280228176
Forum Istanbul,Bayrampaşa,Technology,2023-04-27,20060.76550157231
Forum Istanbul,Bayrampaşa,Technology,2023-04-28,18657.30285916805
Forum Istanbul,Bayrampaşa,Technology,2023-04-29,19929.334501637688
Forum Istanbul,Bayrampaşa,Technology,2023-04-30,20666.90525278526
Forum Istanbul,Bayrampaşa,Technology,2023-05-01,25110.936764380513
Forum Istanbul,Bayrampaşa,Technology,2023-05-02,21539.399535416636
Forum Istanbul,Bayrampaşa,Technology,2023-05-03,21409.461634356645
Forum Istanbul,Bayrampaşa,Technology,2023-05-04,18518.452852004466
Forum Istanbul,Bayrampaşa,Technology,2023-05-05,18474.594830178637
Forum Istanbul,Bayrampaşa,Technology,2023-05-06,20051.62330167131
Forum Istanbul,Bayrampaşa,Technology,2023-05-07,18962.458406291087
Forum Istanbul,Bayrampaşa,Technology,2023-05-08,20246.8229780654
Forum Istanbul,Bayrampaşa,Technology,2023-05-09,14158.79671172209
Forum Istanbul,Bayrampaşa,Technology,2023-05-10,13470.805200602268
Forum Istanbul,Bayrampaşa,Technology,2023-05-11,11555.678545968576
Forum Istanbul,Bayrampaşa,Technology,2023-05-12,12412.674743812164
Forum Istanbul,Bayrampaşa,Technology,2023-05-13,13754.808100235281
Forum Istanbul,Bayrampaşa,Technology,2023-05-14,11901.789192302715
Forum Istanbul,Bayrampaşa,Technology,2023-05-15,13558.656004728698
Forum Istanbul,Bayrampaşa,Technology,2023-05-16,9973.293477014366
Forum Istanbul,Bayrampaşa,Technology,2023-05-17,12979.42424453315
Forum Istanbul,Bayrampaşa,Technology,2023-05-18,13701.37928983214
Forum Istanbul,Bayrampaşa,Technology,2023-05-19,14432.185303596343
Forum Istanbul,Bayrampaşa,Technology,2023-05-20,13222.905791092631
Forum Istanbul,Bayrampaşa,Technology,2023-05-21,8467.389552440585
Forum Istanbul,Bayrampaşa,Technology,2023-05-22,8871.114242742526
Forum Istanbul,Bayrampaşa,Technology,2023-05-23,6018.8582739289795
Forum Istanbul,Bayrampaşa,Technology,2023-05-24,10371.664998821927
Forum Istanbul,Bayrampaşa,Technology,2023-05-25,11536.092248805975
Forum Istanbul,Bayrampaşa,Technology,2023-05-26,11598.92433925864
Forum Istanbul,Bayrampaşa,Technology,2023-05-27,9791.212556242775
Forum Istanbul,Bayrampaşa,Technology,2023-05-28,5710.357572876615
Forum Istanbul,Bayrampaşa,Technology,2023-05-29,7927.086196852972
Forum Istanbul,Bayrampaşa,Technology,2023-05-30,6627.4414363568285
Forum Istanbul,Bayrampaşa,Technology,2023-05-31,10961.42644995148
Forum Istanbul,Bayrampaşa,Technology,2023-06-01,10719.603571688094
Forum Istanbul,Bayrampaşa,Technology,2023-06-02,9550.626017136834
Forum Istanbul,Bayrampaşa,Technology,2023-06-03,8157.413272213489
Forum Istanbul,Bayrampaşa,Technology,2023-06-04,6040.186526486453
Forum Istanbul,Bayrampaşa,Technology,2023-06-05,10086.645312899587
Forum Istanbul,Bayrampaşa,Toys,2023-03-08,414.0529792688494
Forum Istanbul,Bayrampaşa,Toys,2023-03-09,408.56943863051066
Forum Istanbul,Bayrampaşa,Toys,2023-03-10,459.87333686122076
Forum Istanbul,Bayrampaşa,Toys,2023-03-11,417.93856039276164
Forum Istanbul,Bayrampaşa,Toys,2023-03-12,595.6847786020289
Forum Istanbul,Bayrampaşa,Toys,2023-03-13,494.47136060101633
Forum Istanbul,Bayrampaşa,Toys,2023-03-14,456.59309015855774
Forum Istanbul,Bayrampaşa,Toys,2023-03-15,522.8360032997182
Forum Istanbul,Bayrampaşa,Toys,2023-03-16,485.0822256343129
Forum Istanbul,Bayrampaşa,Toys,2023-03-17,504.56259897373167
Forum Istanbul,Bayrampaşa,Toys,2023-03-18,444.86751866424976
Forum Istanbul,Bayrampaşa,Toys,2023-03-19,613.8993767825455
Forum Istanbul,Bayrampaşa,Toys,2023-03-20,494.3801347026228
Forum Istanbul,Bayrampaşa,Toys,2023-03-21,418.87950148959777
Forum Istanbul,Bayrampaşa,Toys,2023-03-22,438.59581160584804
Forum Istanbul,Bayrampaşa,Toys,2023-03-23,370.89928593735095
Forum Istanbul,Bayrampaşa,Toys,2023-03-24,399.8230163079258
Forum Istanbul,Bayrampaşa,Toys,2023-03-25,391.5435419262963
Forum Istanbul,Bayrampaşa,Toys,2023-03-26,636.4218675168507
Forum Istanbul,Bayrampaşa,Toys,2023-03-27,589.4578425418014
Forum Istanbul,Bayrampaşa,Toys,2023-03-28,562.0188421955071
Forum Istanbul,Bayrampaşa,Toys,2023-03-29,593.9272594727987
Forum Istanbul,Bayrampaşa,Toys,2023-03-30,499.11263078127524
Forum Istanbul,Bayrampaşa,Toys,2023-03-31,465.9253161334354
Forum Istanbul,Bayrampaşa,Toys,2023-04-01,374.92607662609277
Forum Istanbul,Bayrampaşa,Toys,2023-04-02,544.950189665405
Forum Istanbul,Bayrampaşa,Toys,2023-04-03,463.91389043647797
Forum Istanbul,Bayrampaşa,Toys,2023-04-04,465.31650422901384
Forum Istanbul,Bayrampaşa,Toys,2023-04-05,581.2616268984192
Forum Istanbul,Bayrampaşa,Toys,2023-04-06,588.2587601002633
Forum Istanbul,Bayrampaşa,Toys,2023-04-07,629.9976868032421
Forum Istanbul,Bayrampaşa,Toys,2023-04-08,562.6362881580978
Forum Istanbul,Bayrampaşa,Toys,2023-04-09,716.2144507764914
Forum Istanbul,Bayrampaşa,Toys,2023-04-10,611.1303844864458
Forum Istanbul,Bayrampaşa,Toys,2023-04-11,609.4874942768116
Forum Istanbul,Bayrampaşa,Toys,2023-04-12,745.0101883710955
Forum Istanbul,Bayrampaşa,Toys,2023-04-13,771.5944834430098
Forum Istanbul,Bayrampaşa,Toys,2023-04-14,809.3476076918505
Forum Istanbul,Bayrampaşa,Toys,2023-04-15,709.6992359577813
Forum Istanbul,Bayrampaşa,Toys,2023-04-16,819.8360976258873
Forum Istanbul,Bayrampaşa,Toys,2023-04-17,679.4165667759304
Forum Istanbul,Bayrampaşa,Toys,2023-04-18,655.7651345852903
Forum Istanbul,Bayrampaşa,Toys,2023-04-19,768.8790038149837
Forum Istanbul,Bayrampaşa,Toys,2023-04-20,755.6100893871488
Forum Istanbul,Bayrampaşa,Toys,2023-04-21,723.7423284187513
Forum Istanbul,Bayrampaşa,Toys,2023-04-22,568.6388815043653
Forum Istanbul,Bayrampaşa,Toys,2023-04-23,639.2476954565512
Forum Istanbul,Bayrampaşa,Toys,2023-04-24,542.6188231626143
Forum Istanbul,Bayrampaşa,Toys,2023-04-25,572.2646588829806
Forum Istanbul,Bayrampaşa,Toys,2023-04-26,749.8551448417754
Forum Istanbul,Bayrampaşa,Toys,2023-04-27,786.175898807695
Forum Istanbul,Bayrampaşa,Toys,2023-04-28,784.6284365832518
Forum Istanbul,Bayrampaşa,Toys,2023-04-29,609.6059997567924
Forum Istanbul,Bayrampaşa,Toys,2023-04-30,637.2371292880939
Forum Istanbul,Bayrampaşa,Toys,2023-05-01,442.5562964796181
Forum Istanbul,Bayrampaşa,Toys,2023-05-02,366.0136778276787
Forum Istanbul,Bayrampaşa,Toys,2023-05-03,477.91134350879906
Forum Istanbul,Bayrampaşa,Toys,2023-05-04,505.4290748463626
Forum Istanbul,Bayrampaşa,Toys,2023-05-05,560.6245753711434
