invoice_date,shopping_mall,Region,total_revenue,transaction_count,avg_transaction_value,total_quantity,unique_customers,revenue_per_customer
2021-03-27,Viaport Outlet,Pendik,4181.94,6,696.99,11,6,696.99
2021-03-27,Zorlu Center,Beşiktaş,25414.93,7,3630.7,25,7,3630.7
2021-03-28,Cevahir AVM,Bayrampaşa,20680.65,7,2954.38,23,7,2954.38
2021-03-28,Emaar Square Mall,Üsküdar,21361.65,4,5340.41,16,4,5340.41
2021-03-28,Forum Istanbul,Bayrampaşa,15494.99,8,1936.87,20,8,1936.87
2021-03-28,Istinye Park,Şişli,16355.72,9,1817.3,32,9,1817.3
2021-03-28,Kanyon,Levent,38584.43,17,2269.67,53,17,2269.67
2021-03-28,Mall of Istanbul,Beşiktaş,91797.3,30,3059.91,99,30,3059.91
2021-03-28,Metrocity,Levent,14749.37,11,1340.85,31,11,1340.85
2021-03-28,Metropol AVM,Ataşehir,26811.29,15,1787.42,40,15,1787.42
2021-03-28,Viaport Outlet,Pendik,21995.63,8,2749.45,29,8,2749.45
2021-03-28,Zorlu Center,Beşiktaş,6088.45,4,1522.11,13,4,1522.11
2021-03-29,Cevahir AVM,Bayrampaşa,1262.26,5,252.45,10,5,252.45
2021-03-29,Emaar Square Mall,Üsküdar,28993.55,6,4832.26,25,6,4832.26
2021-03-29,Forum Istanbul,Bayrampaşa,3921.11,7,560.16,22,7,560.16
2021-03-29,Istinye Park,Şişli,16209.73,13,1246.9,40,13,1246.9
2021-03-29,Kanyon,Levent,57511.55,31,1855.21,92,31,1855.21
2021-03-29,Mall of Istanbul,Beşiktaş,73100.59,37,1975.69,96,37,1975.69
2021-03-29,Metrocity,Levent,77666.7,21,3698.41,64,21,3698.41
2021-03-29,Metropol AVM,Ataşehir,27899.5,16,1743.72,50,16,1743.72
2021-03-29,Viaport Outlet,Pendik,7339.32,5,1467.86,12,5,1467.86
2021-03-29,Zorlu Center,Beşiktaş,3182.8,5,636.56,14,5,636.56
2021-03-30,Cevahir AVM,Bayrampaşa,19625.0,4,4906.25,14,4,4906.25
2021-03-30,Emaar Square Mall,Üsküdar,14730.64,7,2104.38,21,7,2104.38
2021-03-30,Forum Istanbul,Bayrampaşa,8722.14,5,1744.43,15,5,1744.43
2021-03-30,Istinye Park,Şişli,37527.84,12,3127.32,36,12,3127.32
2021-03-30,Kanyon,Levent,71351.9,34,2098.59,84,34,2098.59
2021-03-30,Mall of Istanbul,Beşiktaş,50612.52,29,1745.26,99,29,1745.26
2021-03-30,Metrocity,Levent,40694.33,22,1849.74,61,22,1849.74
2021-03-30,Metropol AVM,Ataşehir,20918.51,8,2614.81,22,8,2614.81
2021-03-30,Viaport Outlet,Pendik,4384.4,3,1461.47,8,3,1461.47
2021-03-30,Zorlu Center,Beşiktaş,5144.58,4,1286.14,14,4,1286.14
2021-03-31,Cevahir AVM,Bayrampaşa,16166.89,12,1347.24,34,12,1347.24
2021-03-31,Emaar Square Mall,Üsküdar,13221.19,6,2203.53,25,6,2203.53
2021-03-31,Forum Istanbul,Bayrampaşa,539.74,3,179.91,6,3,179.91
2021-03-31,Istinye Park,Şişli,7947.14,11,722.47,25,11,722.47
2021-03-31,Kanyon,Levent,74211.9,31,2393.93,95,31,2393.93
2021-03-31,Mall of Istanbul,Beşiktaş,39427.95,23,1714.26,78,23,1714.26
2021-03-31,Metrocity,Levent,32928.66,21,1568.03,60,21,1568.03
2021-03-31,Metropol AVM,Ataşehir,21674.74,10,2167.47,28,10,2167.47
2021-03-31,Viaport Outlet,Pendik,1331.03,5,266.21,12,5,266.21
2021-03-31,Zorlu Center,Beşiktaş,2630.25,2,1315.13,6,2,1315.12
2021-04-01,Cevahir AVM,Bayrampaşa,1542.77,3,514.26,8,3,514.26
2021-04-01,Emaar Square Mall,Üsküdar,20498.68,3,6832.89,12,3,6832.89
2021-04-01,Forum Istanbul,Bayrampaşa,16750.22,5,3350.04,15,5,3350.04
2021-04-01,Istinye Park,Şişli,49761.69,19,2619.04,52,19,2619.04
2021-04-01,Kanyon,Levent,52897.75,31,1706.38,90,31,1706.38
2021-04-01,Mall of Istanbul,Beşiktaş,51870.26,21,2470.01,60,21,2470.01
2021-04-01,Metrocity,Levent,38618.24,18,2145.46,49,18,2145.46
2021-04-01,Metropol AVM,Ataşehir,7838.63,7,1119.8,20,7,1119.8
2021-04-01,Viaport Outlet,Pendik,28818.17,7,4116.88,24,7,4116.88
2021-04-01,Zorlu Center,Beşiktaş,1690.94,5,338.19,13,5,338.19
2021-04-02,Cevahir AVM,Bayrampaşa,1846.06,3,615.35,11,3,615.35
2021-04-02,Emaar Square Mall,Üsküdar,3729.22,7,532.75,24,7,532.75
2021-04-02,Forum Istanbul,Bayrampaşa,30230.99,7,4318.71,23,7,4318.71
2021-04-02,Istinye Park,Şişli,10255.78,10,1025.58,25,10,1025.58
2021-04-02,Kanyon,Levent,73315.9,24,3054.83,86,24,3054.83
2021-04-02,Mall of Istanbul,Beşiktaş,41724.26,24,1738.51,70,24,1738.51
2021-04-02,Metrocity,Levent,9413.6,13,724.12,36,13,724.12
2021-04-02,Metropol AVM,Ataşehir,13212.91,13,1016.38,38,13,1016.38
2021-04-02,Viaport Outlet,Pendik,8276.88,5,1655.38,13,5,1655.38
2021-04-02,Zorlu Center,Beşiktaş,3492.25,5,698.45,10,5,698.45
2021-04-03,Cevahir AVM,Bayrampaşa,9288.86,3,3096.29,12,3,3096.29
2021-04-03,Emaar Square Mall,Üsküdar,4540.27,8,567.53,19,8,567.53
2021-04-03,Forum Istanbul,Bayrampaşa,11036.3,9,1226.26,23,9,1226.26
2021-04-03,Istinye Park,Şişli,22992.47,10,2299.25,27,10,2299.25
2021-04-03,Kanyon,Levent,41636.7,29,1435.75,90,29,1435.75
2021-04-03,Mall of Istanbul,Beşiktaş,58284.18,24,2428.51,78,24,2428.51
2021-04-03,Metrocity,Levent,17279.73,15,1151.98,52,15,1151.98
2021-04-03,Metropol AVM,Ataşehir,22055.84,19,1160.83,52,19,1160.83
2021-04-03,Viaport Outlet,Pendik,29184.09,9,3242.68,26,9,3242.68
2021-04-03,Zorlu Center,Beşiktaş,13480.39,4,3370.1,13,4,3370.1
2021-04-04,Cevahir AVM,Bayrampaşa,6600.51,7,942.93,20,7,942.93
2021-04-04,Emaar Square Mall,Üsküdar,18359.39,8,2294.92,26,8,2294.92
2021-04-04,Forum Istanbul,Bayrampaşa,27797.31,4,6949.33,15,4,6949.33
2021-04-04,Istinye Park,Şişli,4307.81,7,615.4,24,7,615.4
2021-04-04,Kanyon,Levent,79076.83,31,2550.87,103,31,2550.87
2021-04-04,Mall of Istanbul,Beşiktaş,61535.27,27,2279.08,84,27,2279.08
2021-04-04,Metrocity,Levent,20817.16,14,1486.94,46,14,1486.94
2021-04-04,Metropol AVM,Ataşehir,38492.27,13,2960.94,42,13,2960.94
2021-04-04,Viaport Outlet,Pendik,14319.2,11,1301.75,31,11,1301.75
2021-04-04,Zorlu Center,Beşiktaş,13921.48,5,2784.3,18,5,2784.3
2021-04-05,Cevahir AVM,Bayrampaşa,11913.96,4,2978.49,13,4,2978.49
2021-04-05,Emaar Square Mall,Üsküdar,28415.65,12,2367.97,41,12,2367.97
2021-04-05,Forum Istanbul,Bayrampaşa,38022.87,10,3802.29,29,10,3802.29
2021-04-05,Istinye Park,Şişli,17435.03,9,1937.23,24,9,1937.23
2021-04-05,Kanyon,Levent,73321.2,27,2715.6,79,27,2715.6
2021-04-05,Mall of Istanbul,Beşiktaş,41834.57,20,2091.73,63,20,2091.73
2021-04-05,Metrocity,Levent,33513.7,20,1675.69,62,20,1675.68
2021-04-05,Metropol AVM,Ataşehir,31174.95,17,1833.82,54,17,1833.82
2021-04-05,Viaport Outlet,Pendik,12383.94,6,2063.99,19,6,2063.99
2021-04-05,Zorlu Center,Beşiktaş,2127.58,7,303.94,25,7,303.94
2021-04-06,Cevahir AVM,Bayrampaşa,2376.63,1,2376.63,3,1,2376.63
2021-04-06,Emaar Square Mall,Üsküdar,6441.25,4,1610.31,14,4,1610.31
2021-04-06,Forum Istanbul,Bayrampaşa,33267.1,10,3326.71,39,10,3326.71
2021-04-06,Istinye Park,Şişli,8712.59,15,580.84,44,15,580.84
2021-04-06,Kanyon,Levent,25521.95,18,1417.89,49,18,1417.89
2021-04-06,Mall of Istanbul,Beşiktaş,30839.01,19,1623.11,62,19,1623.11
2021-04-06,Metrocity,Levent,34617.27,19,1821.96,58,19,1821.96
2021-04-06,Metropol AVM,Ataşehir,39842.85,16,2490.18,51,16,2490.18
2021-04-06,Viaport Outlet,Pendik,27332.29,8,3416.54,23,8,3416.54
2021-04-06,Zorlu Center,Beşiktaş,14811.17,6,2468.53,22,6,2468.53
2021-04-07,Cevahir AVM,Bayrampaşa,1793.81,6,298.97,11,6,298.97
2021-04-07,Emaar Square Mall,Üsküdar,13918.1,8,1739.76,21,8,1739.76
2021-04-07,Forum Istanbul,Bayrampaşa,8122.22,5,1624.44,16,5,1624.44
2021-04-07,Istinye Park,Şişli,7482.82,11,680.26,34,11,680.26
2021-04-07,Kanyon,Levent,33989.56,22,1544.98,70,22,1544.98
2021-04-07,Mall of Istanbul,Beşiktaş,23831.47,21,1134.83,65,21,1134.83
2021-04-07,Metrocity,Levent,43403.28,18,2411.29,51,18,2411.29
2021-04-07,Metropol AVM,Ataşehir,26881.4,10,2688.14,33,10,2688.14
2021-04-07,Viaport Outlet,Pendik,12209.54,4,3052.38,14,4,3052.38
2021-04-07,Zorlu Center,Beşiktaş,18019.71,10,1801.97,38,10,1801.97
2021-04-08,Cevahir AVM,Bayrampaşa,9113.94,9,1012.66,19,9,1012.66
2021-04-08,Emaar Square Mall,Üsküdar,8728.44,9,969.83,21,9,969.83
2021-04-08,Forum Istanbul,Bayrampaşa,14731.72,10,1473.17,21,10,1473.17
2021-04-08,Istinye Park,Şişli,14095.77,8,1761.97,29,8,1761.97
2021-04-08,Kanyon,Levent,40158.01,26,1544.54,77,26,1544.54
2021-04-08,Mall of Istanbul,Beşiktaş,63063.71,28,2252.28,90,28,2252.28
2021-04-08,Metrocity,Levent,56434.27,21,2687.35,67,21,2687.35
2021-04-08,Metropol AVM,Ataşehir,17541.78,9,1949.09,24,9,1949.09
2021-04-08,Viaport Outlet,Pendik,6352.01,6,1058.67,14,6,1058.67
2021-04-08,Zorlu Center,Beşiktaş,14658.98,7,2094.14,21,7,2094.14
2021-04-09,Cevahir AVM,Bayrampaşa,35029.08,7,5004.15,30,7,5004.15
2021-04-09,Emaar Square Mall,Üsküdar,4343.59,5,868.72,15,5,868.72
2021-04-09,Forum Istanbul,Bayrampaşa,3853.67,3,1284.56,4,3,1284.56
2021-04-09,Istinye Park,Şişli,3625.43,8,453.18,21,8,453.18
2021-04-09,Kanyon,Levent,18902.65,20,945.13,48,20,945.13
2021-04-09,Mall of Istanbul,Beşiktaş,86011.2,31,2774.55,89,31,2774.55
2021-04-09,Metrocity,Levent,40587.19,31,1309.26,90,31,1309.26
2021-04-09,Metropol AVM,Ataşehir,14623.3,12,1218.61,31,12,1218.61
2021-04-09,Viaport Outlet,Pendik,610.42,4,152.6,5,4,152.6
2021-04-09,Zorlu Center,Beşiktaş,1302.37,4,325.59,13,4,325.59
2021-04-10,Cevahir AVM,Bayrampaşa,17729.14,6,2954.86,17,6,2954.86
2021-04-10,Emaar Square Mall,Üsküdar,47064.87,13,3620.37,37,13,3620.37
2021-04-10,Forum Istanbul,Bayrampaşa,16347.82,7,2335.4,24,7,2335.4
2021-04-10,Istinye Park,Şişli,68841.42,19,3623.23,53,19,3623.23
2021-04-10,Kanyon,Levent,47342.05,27,1753.41,82,27,1753.41
2021-04-10,Mall of Istanbul,Beşiktaş,35522.21,23,1544.44,71,23,1544.44
2021-04-10,Metrocity,Levent,31167.03,19,1640.37,55,19,1640.37
2021-04-10,Metropol AVM,Ataşehir,12699.98,11,1154.54,39,11,1154.54
2021-04-10,Viaport Outlet,Pendik,8315.98,4,2078.99,13,4,2079.0
2021-04-10,Zorlu Center,Beşiktaş,5128.51,3,1709.5,11,3,1709.5
2021-04-11,Cevahir AVM,Bayrampaşa,2423.15,3,807.72,9,3,807.72
2021-04-11,Emaar Square Mall,Üsküdar,7824.24,4,1956.06,12,4,1956.06
2021-04-11,Forum Istanbul,Bayrampaşa,3766.35,5,753.27,14,5,753.27
2021-04-11,Istinye Park,Şişli,18458.46,15,1230.56,39,15,1230.56
2021-04-11,Kanyon,Levent,55457.58,27,2053.98,73,27,2053.98
2021-04-11,Mall of Istanbul,Beşiktaş,46020.7,24,1917.53,67,24,1917.53
2021-04-11,Metrocity,Levent,7758.42,13,596.8,42,13,596.8
2021-04-11,Metropol AVM,Ataşehir,32669.09,19,1719.43,51,19,1719.43
2021-04-11,Viaport Outlet,Pendik,6563.18,7,937.6,21,7,937.6
2021-04-11,Zorlu Center,Beşiktaş,12514.64,5,2502.93,15,5,2502.93
2021-04-12,Cevahir AVM,Bayrampaşa,10175.41,6,1695.9,23,6,1695.9
2021-04-12,Emaar Square Mall,Üsküdar,9362.2,7,1337.46,24,7,1337.46
2021-04-12,Forum Istanbul,Bayrampaşa,19844.88,8,2480.61,24,8,2480.61
2021-04-12,Istinye Park,Şişli,25510.01,12,2125.83,36,12,2125.83
2021-04-12,Kanyon,Levent,38448.09,30,1281.6,95,30,1281.6
2021-04-12,Mall of Istanbul,Beşiktaş,61350.86,26,2359.65,83,26,2359.65
2021-04-12,Metrocity,Levent,26262.86,23,1141.86,76,23,1141.86
2021-04-12,Metropol AVM,Ataşehir,27494.22,11,2499.47,40,11,2499.47
2021-04-12,Viaport Outlet,Pendik,8436.71,9,937.41,25,9,937.41
2021-04-12,Zorlu Center,Beşiktaş,22509.72,13,1731.52,31,13,1731.52
2021-04-13,Cevahir AVM,Bayrampaşa,13774.79,7,1967.83,25,7,1967.83
2021-04-13,Emaar Square Mall,Üsküdar,4550.23,4,1137.56,11,4,1137.56
2021-04-13,Forum Istanbul,Bayrampaşa,6541.74,2,3270.87,6,2,3270.87
2021-04-13,Istinye Park,Şişli,16054.84,4,4013.71,14,4,4013.71
2021-04-13,Kanyon,Levent,81197.53,28,2899.91,84,28,2899.91
2021-04-13,Mall of Istanbul,Beşiktaş,39554.63,23,1719.77,65,23,1719.77
2021-04-13,Metrocity,Levent,24787.31,17,1458.08,57,17,1458.08
2021-04-13,Metropol AVM,Ataşehir,5956.49,8,744.56,19,8,744.56
2021-04-13,Viaport Outlet,Pendik,2066.07,6,344.35,21,6,344.34
2021-04-13,Zorlu Center,Beşiktaş,35148.96,9,3905.44,29,9,3905.44
2021-04-14,Cevahir AVM,Bayrampaşa,16283.86,10,1628.39,29,10,1628.39
2021-04-14,Emaar Square Mall,Üsküdar,12797.96,8,1599.75,23,8,1599.74
2021-04-14,Forum Istanbul,Bayrampaşa,7065.42,4,1766.36,10,4,1766.36
2021-04-14,Istinye Park,Şişli,17628.79,12,1469.07,36,12,1469.07
2021-04-14,Kanyon,Levent,45828.25,34,1347.89,94,34,1347.89
2021-04-14,Mall of Istanbul,Beşiktaş,59815.46,29,2062.6,92,29,2062.6
2021-04-14,Metrocity,Levent,30428.46,22,1383.11,64,22,1383.11
2021-04-14,Metropol AVM,Ataşehir,11167.01,7,1595.29,20,7,1595.29
2021-04-14,Viaport Outlet,Pendik,4611.64,4,1152.91,13,4,1152.91
2021-04-14,Zorlu Center,Beşiktaş,19361.38,5,3872.28,21,5,3872.28
2021-04-15,Cevahir AVM,Bayrampaşa,4865.06,4,1216.26,14,4,1216.27
2021-04-15,Emaar Square Mall,Üsküdar,15259.14,8,1907.39,23,8,1907.39
2021-04-15,Forum Istanbul,Bayrampaşa,5046.78,4,1261.7,14,4,1261.7
2021-04-15,Istinye Park,Şişli,19312.64,14,1379.47,40,14,1379.47
2021-04-15,Kanyon,Levent,43172.14,23,1877.05,63,23,1877.05
2021-04-15,Mall of Istanbul,Beşiktaş,74159.4,22,3370.88,67,22,3370.88
2021-04-15,Metrocity,Levent,25466.1,20,1273.31,45,20,1273.3
2021-04-15,Metropol AVM,Ataşehir,28076.61,13,2159.74,40,13,2159.74
2021-04-15,Viaport Outlet,Pendik,14421.84,6,2403.64,18,6,2403.64
2021-04-15,Zorlu Center,Beşiktaş,36324.41,12,3027.03,33,12,3027.03
2021-04-16,Cevahir AVM,Bayrampaşa,14548.35,9,1616.48,23,9,1616.48
2021-04-16,Emaar Square Mall,Üsküdar,7033.79,4,1758.45,12,4,1758.45
2021-04-16,Forum Istanbul,Bayrampaşa,16006.37,7,2286.62,21,7,2286.62
2021-04-16,Istinye Park,Şişli,32571.7,17,1915.98,62,17,1915.98
2021-04-16,Kanyon,Levent,33798.63,23,1469.51,74,23,1469.51
2021-04-16,Mall of Istanbul,Beşiktaş,65276.44,31,2105.69,102,31,2105.69
2021-04-16,Metrocity,Levent,45406.3,22,2063.92,67,22,2063.92
2021-04-16,Metropol AVM,Ataşehir,15482.34,9,1720.26,27,9,1720.26
2021-04-16,Viaport Outlet,Pendik,21665.6,7,3095.09,24,7,3095.09
2021-04-16,Zorlu Center,Beşiktaş,30009.02,9,3334.34,29,9,3334.34
2021-04-17,Cevahir AVM,Bayrampaşa,2198.22,2,1099.11,5,2,1099.11
2021-04-17,Emaar Square Mall,Üsküdar,5398.23,6,899.7,22,6,899.7
2021-04-17,Forum Istanbul,Bayrampaşa,11116.16,6,1852.69,14,6,1852.69
2021-04-17,Istinye Park,Şişli,34589.34,11,3144.49,41,11,3144.49
2021-04-17,Kanyon,Levent,43877.23,17,2581.01,55,17,2581.01
2021-04-17,Mall of Istanbul,Beşiktaş,42100.09,19,2215.79,56,19,2215.79
2021-04-17,Metrocity,Levent,24216.53,12,2018.04,40,12,2018.04
2021-04-17,Metropol AVM,Ataşehir,19300.57,14,1378.61,35,14,1378.61
2021-04-17,Viaport Outlet,Pendik,6711.44,6,1118.57,17,6,1118.57
2021-04-17,Zorlu Center,Beşiktaş,2977.43,7,425.35,14,7,425.35
2021-04-18,Cevahir AVM,Bayrampaşa,16365.27,9,1818.36,23,9,1818.36
2021-04-18,Emaar Square Mall,Üsküdar,5804.42,5,1160.88,13,5,1160.88
2021-04-18,Forum Istanbul,Bayrampaşa,13490.06,7,1927.15,19,7,1927.15
2021-04-18,Istinye Park,Şişli,39555.21,13,3042.71,36,13,3042.71
2021-04-18,Kanyon,Levent,77017.81,21,3667.51,63,21,3667.51
2021-04-18,Mall of Istanbul,Beşiktaş,59481.47,27,2203.02,71,27,2203.02
2021-04-18,Metrocity,Levent,49327.77,18,2740.43,50,18,2740.43
2021-04-18,Metropol AVM,Ataşehir,11029.64,6,1838.27,18,6,1838.27
2021-04-18,Viaport Outlet,Pendik,2596.29,4,649.07,10,4,649.07
2021-04-18,Zorlu Center,Beşiktaş,14064.5,5,2812.9,21,5,2812.9
2021-04-19,Cevahir AVM,Bayrampaşa,13124.45,8,1640.56,24,8,1640.56
2021-04-19,Emaar Square Mall,Üsküdar,2065.48,2,1032.74,7,2,1032.74
2021-04-19,Forum Istanbul,Bayrampaşa,8278.82,8,1034.85,17,8,1034.85
2021-04-19,Istinye Park,Şişli,17989.54,11,1635.41,37,11,1635.41
2021-04-19,Kanyon,Levent,33557.4,24,1398.22,72,24,1398.22
2021-04-19,Mall of Istanbul,Beşiktaş,37604.93,21,1790.71,65,21,1790.71
2021-04-19,Metrocity,Levent,51480.88,19,2709.52,56,19,2709.52
2021-04-19,Metropol AVM,Ataşehir,23697.79,12,1974.82,37,12,1974.82
2021-04-19,Viaport Outlet,Pendik,15866.42,9,1762.94,27,9,1762.94
2021-04-19,Zorlu Center,Beşiktaş,7611.9,3,2537.3,11,3,2537.3
2021-04-20,Cevahir AVM,Bayrampaşa,4236.84,7,605.26,18,7,605.26
2021-04-20,Emaar Square Mall,Üsküdar,4416.88,5,883.38,10,5,883.38
2021-04-20,Forum Istanbul,Bayrampaşa,27657.99,5,5531.6,21,5,5531.6
2021-04-20,Istinye Park,Şişli,8820.26,6,1470.04,14,6,1470.04
2021-04-20,Kanyon,Levent,64302.87,25,2572.11,76,25,2572.11
2021-04-20,Mall of Istanbul,Beşiktaş,64772.54,25,2590.9,70,25,2590.9
2021-04-20,Metrocity,Levent,85985.19,32,2687.04,111,32,2687.04
2021-04-20,Metropol AVM,Ataşehir,31340.62,19,1649.51,56,19,1649.51
2021-04-20,Viaport Outlet,Pendik,19337.98,11,1758.0,32,11,1758.0
2021-04-20,Zorlu Center,Beşiktaş,6070.72,9,674.52,22,9,674.52
2021-04-21,Cevahir AVM,Bayrampaşa,35117.7,8,4389.71,27,8,4389.71
2021-04-21,Emaar Square Mall,Üsküdar,10874.28,8,1359.29,27,8,1359.28
2021-04-21,Forum Istanbul,Bayrampaşa,18129.41,12,1510.78,45,12,1510.78
2021-04-21,Istinye Park,Şişli,13218.54,8,1652.32,26,8,1652.32
2021-04-21,Kanyon,Levent,46947.56,20,2347.38,60,20,2347.38
2021-04-21,Mall of Istanbul,Beşiktaş,8862.34,16,553.9,33,16,553.9
2021-04-21,Metrocity,Levent,7364.23,19,387.59,47,19,387.59
2021-04-21,Metropol AVM,Ataşehir,69159.25,23,3006.92,71,23,3006.92
2021-04-21,Viaport Outlet,Pendik,14155.42,4,3538.86,14,4,3538.86
2021-04-21,Zorlu Center,Beşiktaş,7877.18,4,1969.29,9,4,1969.3
2021-04-22,Cevahir AVM,Bayrampaşa,2276.12,4,569.03,10,4,569.03
2021-04-22,Emaar Square Mall,Üsküdar,15953.56,9,1772.62,24,9,1772.62
2021-04-22,Forum Istanbul,Bayrampaşa,3351.08,6,558.51,21,6,558.51
2021-04-22,Istinye Park,Şişli,21486.11,8,2685.76,19,8,2685.76
2021-04-22,Kanyon,Levent,38887.3,23,1690.75,66,23,1690.75
2021-04-22,Mall of Istanbul,Beşiktaş,33715.86,26,1296.76,88,26,1296.76
2021-04-22,Metrocity,Levent,46585.25,17,2740.31,53,17,2740.31
2021-04-22,Metropol AVM,Ataşehir,50896.81,20,2544.84,67,20,2544.84
2021-04-22,Viaport Outlet,Pendik,17322.31,9,1924.7,32,9,1924.7
2021-04-22,Zorlu Center,Beşiktaş,25219.74,10,2521.97,35,10,2521.97
2021-04-23,Cevahir AVM,Bayrampaşa,16636.37,8,2079.55,24,8,2079.55
2021-04-23,Emaar Square Mall,Üsküdar,26728.4,6,4454.73,21,6,4454.73
2021-04-23,Forum Istanbul,Bayrampaşa,1071.55,2,535.78,4,2,535.78
2021-04-23,Istinye Park,Şişli,26745.91,12,2228.83,39,12,2228.83
2021-04-23,Kanyon,Levent,52209.22,19,2747.85,64,19,2747.85
2021-04-23,Mall of Istanbul,Beşiktaş,44674.17,16,2792.14,64,16,2792.14
2021-04-23,Metrocity,Levent,50580.02,24,2107.5,58,24,2107.5
2021-04-23,Metropol AVM,Ataşehir,11820.31,11,1074.57,25,11,1074.57
2021-04-23,Viaport Outlet,Pendik,20139.53,10,2013.95,28,10,2013.95
2021-04-23,Zorlu Center,Beşiktaş,17269.42,5,3453.88,15,5,3453.88
2021-04-24,Cevahir AVM,Bayrampaşa,13966.89,7,1995.27,23,7,1995.27
2021-04-24,Emaar Square Mall,Üsküdar,13717.3,7,1959.61,22,7,1959.61
2021-04-24,Forum Istanbul,Bayrampaşa,3064.22,5,612.84,13,5,612.84
2021-04-24,Istinye Park,Şişli,12112.64,12,1009.39,38,12,1009.39
2021-04-24,Kanyon,Levent,9215.6,25,368.62,63,25,368.62
2021-04-24,Mall of Istanbul,Beşiktaş,93937.79,29,3239.23,94,29,3239.23
2021-04-24,Metrocity,Levent,17855.31,19,939.75,58,19,939.75
2021-04-24,Metropol AVM,Ataşehir,25055.85,13,1927.37,39,13,1927.37
2021-04-24,Viaport Outlet,Pendik,31620.23,7,4517.18,28,7,4517.18
2021-04-24,Zorlu Center,Beşiktaş,19598.72,3,6532.91,14,3,6532.91
2021-04-25,Cevahir AVM,Bayrampaşa,7109.76,4,1777.44,12,4,1777.44
2021-04-25,Emaar Square Mall,Üsküdar,16814.27,3,5604.76,11,3,5604.76
2021-04-25,Forum Istanbul,Bayrampaşa,52826.78,12,4402.23,43,12,4402.23
2021-04-25,Istinye Park,Şişli,27603.38,12,2300.28,41,12,2300.28
2021-04-25,Kanyon,Levent,44681.48,15,2978.77,45,15,2978.77
2021-04-25,Mall of Istanbul,Beşiktaş,29979.61,26,1153.06,74,26,1153.06
2021-04-25,Metrocity,Levent,26356.41,25,1054.26,68,25,1054.26
2021-04-25,Metropol AVM,Ataşehir,13977.03,11,1270.64,37,11,1270.64
2021-04-25,Viaport Outlet,Pendik,8547.88,9,949.76,23,9,949.76
2021-04-25,Zorlu Center,Beşiktaş,5644.42,6,940.74,19,6,940.74
2021-04-26,Cevahir AVM,Bayrampaşa,29281.77,10,2928.18,33,10,2928.18
2021-04-26,Emaar Square Mall,Üsküdar,7868.99,4,1967.25,12,4,1967.25
2021-04-26,Forum Istanbul,Bayrampaşa,1983.03,5,396.61,13,5,396.61
2021-04-26,Istinye Park,Şişli,60315.3,17,3547.96,56,17,3547.96
2021-04-26,Kanyon,Levent,62656.21,31,2021.17,96,31,2021.17
2021-04-26,Mall of Istanbul,Beşiktaş,34764.41,20,1738.22,58,20,1738.22
2021-04-26,Metrocity,Levent,41021.49,21,1953.4,73,21,1953.4
2021-04-26,Metropol AVM,Ataşehir,10252.63,10,1025.26,29,10,1025.26
2021-04-26,Viaport Outlet,Pendik,5981.74,6,996.96,20,6,996.96
2021-04-26,Zorlu Center,Beşiktaş,9210.96,8,1151.37,30,8,1151.37
2021-04-27,Cevahir AVM,Bayrampaşa,23613.76,11,2146.71,42,11,2146.71
2021-04-27,Emaar Square Mall,Üsküdar,7942.02,3,2647.34,9,3,2647.34
2021-04-27,Forum Istanbul,Bayrampaşa,37379.96,8,4672.5,27,8,4672.5
2021-04-27,Istinye Park,Şişli,13872.48,10,1387.25,27,10,1387.25
2021-04-27,Kanyon,Levent,61711.2,23,2683.1,71,23,2683.1
2021-04-27,Mall of Istanbul,Beşiktaş,77067.8,29,2657.51,86,29,2657.51
2021-04-27,Metrocity,Levent,43879.84,21,2089.52,75,21,2089.52
2021-04-27,Metropol AVM,Ataşehir,10602.27,15,706.82,30,15,706.82
2021-04-27,Viaport Outlet,Pendik,38158.58,5,7631.72,23,5,7631.72
2021-04-27,Zorlu Center,Beşiktaş,5453.85,5,1090.77,12,5,1090.77
2021-04-28,Cevahir AVM,Bayrampaşa,7797.53,6,1299.59,21,6,1299.59
2021-04-28,Emaar Square Mall,Üsküdar,8825.35,3,2941.78,10,3,2941.78
2021-04-28,Forum Istanbul,Bayrampaşa,9375.58,5,1875.12,16,5,1875.12
2021-04-28,Istinye Park,Şişli,22345.51,11,2031.41,31,11,2031.41
2021-04-28,Kanyon,Levent,49057.81,24,2044.08,73,24,2044.08
2021-04-28,Mall of Istanbul,Beşiktaş,62649.82,24,2610.41,78,24,2610.41
2021-04-28,Metrocity,Levent,9069.22,13,697.63,44,13,697.63
2021-04-28,Metropol AVM,Ataşehir,49170.65,14,3512.19,48,14,3512.19
2021-04-28,Viaport Outlet,Pendik,24903.26,16,1556.45,42,16,1556.45
2021-04-28,Zorlu Center,Beşiktaş,27538.6,6,4589.77,22,6,4589.77
2021-04-29,Cevahir AVM,Bayrampaşa,1620.14,5,324.03,15,5,324.03
2021-04-29,Emaar Square Mall,Üsküdar,12826.31,8,1603.29,26,8,1603.29
2021-04-29,Forum Istanbul,Bayrampaşa,15989.13,4,3997.28,17,4,3997.28
2021-04-29,Istinye Park,Şişli,41425.3,10,4142.53,37,10,4142.53
2021-04-29,Kanyon,Levent,34093.19,21,1623.49,55,21,1623.49
2021-04-29,Mall of Istanbul,Beşiktaş,118541.24,28,4233.62,86,28,4233.62
