invoice_date,Region,total_revenue,transaction_count,avg_transaction_value,total_quantity,unique_customers,active_malls
2021-07-19,Üsküdar,13778.7,7,1968.39,17,7,1
2021-07-19,Şişli,50246.91,13,3865.15,47,13,1
2021-07-20,Ataşehir,5464.75,10,546.48,31,10,1
2021-07-20,Bayrampaşa,33719.49,19,1774.71,62,19,2
2021-07-20,Beşiktaş,45288.78,30,1509.63,84,30,2
2021-07-20,Levent,89705.54,43,2086.18,144,43,2
2021-07-20,Pendik,670.55,3,223.52,7,3,1
2021-07-20,Üsküdar,29675.55,10,2967.56,26,10,1
2021-07-20,Şişli,20337.29,11,1848.84,36,11,1
2021-07-21,Ataşehir,22228.56,10,2222.86,33,10,1
2021-07-21,Bayrampaşa,34640.75,14,2474.34,42,14,2
2021-07-21,Beşiktaş,50521.33,33,1530.95,94,33,2
2021-07-21,Levent,128338.42,55,2333.43,179,55,2
2021-07-21,Pendik,14831.85,9,1647.98,32,9,1
2021-07-21,Üsküdar,17148.62,10,1714.86,26,10,1
2021-07-21,Şişli,39106.15,16,2444.13,56,16,1
2021-07-22,Ataşehir,25690.8,13,1976.22,40,13,1
2021-07-22,Bayrampaşa,47530.21,14,3395.01,43,14,2
2021-07-22,Beşiktaş,72810.5,28,2600.38,80,28,2
2021-07-22,Levent,97953.61,35,2798.67,103,35,2
2021-07-22,Pendik,31251.45,9,3472.38,23,9,1
2021-07-22,Üsküdar,19083.85,8,2385.48,26,8,1
2021-07-22,Şişli,49367.44,15,3291.16,44,15,1
2021-07-23,Ataşehir,15480.04,9,1720.0,25,9,1
2021-07-23,Bayrampaşa,34960.19,12,2913.35,37,12,2
2021-07-23,Beşiktaş,69631.41,32,2175.98,96,32,2
2021-07-23,Levent,122518.16,54,2268.85,161,54,2
2021-07-23,Pendik,3324.73,6,554.12,22,6,1
2021-07-23,Üsküdar,31705.21,9,3522.8,30,9,1
2021-07-23,Şişli,34124.31,15,2274.95,42,15,1
2021-07-24,Ataşehir,23001.91,12,1916.83,33,12,1
2021-07-24,Bayrampaşa,38408.91,16,2400.56,51,16,2
2021-07-24,Beşiktaş,64950.33,30,2165.01,88,30,2
2021-07-24,Levent,65827.18,39,1687.88,118,39,2
2021-07-24,Pendik,25065.01,10,2506.5,36,10,1
2021-07-24,Üsküdar,750.24,4,187.56,13,4,1
2021-07-24,Şişli,27094.77,12,2257.9,33,12,1
2021-07-25,Ataşehir,39336.96,15,2622.46,40,15,1
2021-07-25,Bayrampaşa,11599.21,8,1449.9,20,8,2
2021-07-25,Beşiktaş,37945.64,30,1264.85,87,30,2
2021-07-25,Levent,78536.86,41,1915.53,126,41,2
2021-07-25,Pendik,3269.12,5,653.82,10,5,1
2021-07-25,Üsküdar,14386.75,6,2397.79,18,6,1
2021-07-25,Şişli,44107.81,19,2321.46,56,19,1
2021-07-26,Ataşehir,3781.48,7,540.21,22,7,1
2021-07-26,Bayrampaşa,7157.37,6,1192.9,17,6,2
2021-07-26,Beşiktaş,64004.05,32,2000.13,102,32,2
2021-07-26,Levent,56606.8,29,1951.96,86,29,2
2021-07-26,Pendik,10654.51,6,1775.75,10,6,1
2021-07-26,Üsküdar,10413.84,4,2603.46,9,4,1
2021-07-26,Şişli,43929.52,16,2745.6,49,16,1
2021-07-27,Ataşehir,19177.54,4,4794.39,15,4,1
2021-07-27,Bayrampaşa,20334.39,14,1452.46,43,14,2
2021-07-27,Beşiktaş,44554.58,34,1310.43,95,34,2
2021-07-27,Levent,96038.58,44,2182.7,128,44,2
2021-07-27,Pendik,15054.0,6,2509.0,21,6,1
2021-07-27,Üsküdar,12347.58,4,3086.9,13,4,1
2021-07-27,Şişli,36750.02,12,3062.5,42,12,1
2021-07-28,Ataşehir,19154.74,8,2394.34,31,8,1
2021-07-28,Bayrampaşa,9248.45,5,1849.69,11,5,2
2021-07-28,Beşiktaş,69483.19,32,2171.35,99,32,2
2021-07-28,Levent,54090.49,41,1319.28,119,41,2
2021-07-28,Pendik,4514.75,3,1504.92,7,3,1
2021-07-28,Üsküdar,19475.81,8,2434.48,22,8,1
2021-07-28,Şişli,59751.38,19,3144.81,71,19,1
2021-07-29,Ataşehir,33980.12,14,2427.15,44,14,1
2021-07-29,Bayrampaşa,16635.33,10,1663.53,27,10,2
2021-07-29,Beşiktaş,42247.12,24,1760.3,69,24,2
2021-07-29,Levent,98734.04,48,2056.96,143,48,2
2021-07-29,Pendik,30826.72,9,3425.19,30,9,1
2021-07-29,Üsküdar,13657.29,4,3414.32,16,4,1
2021-07-29,Şişli,26932.45,17,1584.26,56,17,1
2021-07-30,Ataşehir,41999.12,18,2333.28,54,18,1
2021-07-30,Bayrampaşa,7915.79,9,879.53,24,9,2
2021-07-30,Beşiktaş,71529.21,39,1834.08,107,39,2
2021-07-30,Levent,115750.24,54,2143.52,180,54,2
2021-07-30,Pendik,19807.24,8,2475.9,26,8,1
2021-07-30,Üsküdar,15698.62,6,2616.44,20,6,1
2021-07-30,Şişli,18499.68,11,1681.79,28,11,1
2021-07-31,Ataşehir,14664.81,13,1128.06,31,13,1
2021-07-31,Bayrampaşa,33774.33,18,1876.35,51,18,2
2021-07-31,Beşiktaş,82475.87,33,2499.27,92,33,2
2021-07-31,Levent,128217.55,42,3052.8,133,42,2
2021-07-31,Pendik,42990.36,11,3908.21,36,11,1
2021-07-31,Üsküdar,23525.22,6,3920.87,20,6,1
2021-07-31,Şişli,32359.88,14,2311.42,37,14,1
2021-08-01,Ataşehir,32270.97,14,2305.07,44,14,1
2021-08-01,Bayrampaşa,56422.57,13,4340.2,42,13,2
2021-08-01,Beşiktaş,59176.68,30,1972.56,93,30,2
2021-08-01,Levent,98242.08,47,2090.26,148,47,2
2021-08-01,Pendik,9229.06,5,1845.81,13,5,1
2021-08-01,Üsküdar,17152.37,9,1905.82,23,9,1
2021-08-01,Şişli,27973.25,9,3108.14,34,9,1
2021-08-02,Ataşehir,42044.47,21,2002.12,56,21,1
2021-08-02,Bayrampaşa,5561.95,9,617.99,29,9,2
2021-08-02,Beşiktaş,61195.96,37,1653.94,125,37,2
2021-08-02,Levent,94700.61,42,2254.78,138,42,2
2021-08-02,Pendik,4085.68,4,1021.42,10,4,1
2021-08-02,Üsküdar,4604.75,4,1151.19,10,4,1
2021-08-02,Şişli,29013.2,13,2231.78,35,13,1
2021-08-03,Ataşehir,29301.72,11,2663.79,45,11,1
2021-08-03,Bayrampaşa,13087.56,10,1308.76,28,10,2
2021-08-03,Beşiktaş,52852.9,33,1601.6,84,33,2
2021-08-03,Levent,117650.25,43,2736.05,131,43,2
2021-08-03,Pendik,15436.44,4,3859.11,10,4,1
2021-08-03,Üsküdar,13796.51,4,3449.13,17,4,1
2021-08-03,Şişli,14299.17,12,1191.6,34,12,1
2021-08-04,Ataşehir,23450.37,18,1302.8,50,18,1
2021-08-04,Bayrampaşa,16295.8,15,1086.39,32,15,2
2021-08-04,Beşiktaş,34296.13,22,1558.92,56,22,2
2021-08-04,Levent,107504.77,48,2239.68,134,48,2
2021-08-04,Pendik,9305.6,2,4652.8,7,2,1
2021-08-04,Üsküdar,16890.14,7,2412.88,19,7,1
2021-08-04,Şişli,45538.92,13,3502.99,39,13,1
2021-08-05,Ataşehir,20349.07,12,1695.76,32,12,1
2021-08-05,Bayrampaşa,11878.91,10,1187.89,30,10,2
2021-08-05,Beşiktaş,78307.55,24,3262.81,72,24,2
2021-08-05,Levent,101877.56,56,1819.24,158,56,2
2021-08-05,Pendik,5152.97,7,736.14,18,7,1
2021-08-05,Üsküdar,2024.48,3,674.82,11,3,1
2021-08-05,Şişli,23242.77,7,3320.4,21,7,1
2021-08-06,Ataşehir,30894.32,8,3861.79,33,8,1
2021-08-06,Bayrampaşa,18721.16,9,2080.13,35,9,2
2021-08-06,Beşiktaş,51795.63,27,1918.36,79,27,2
2021-08-06,Levent,144535.97,49,2949.71,146,49,2
2021-08-06,Pendik,4034.17,5,806.83,11,5,1
2021-08-06,Üsküdar,12332.55,7,1761.79,21,7,1
2021-08-06,Şişli,6586.47,4,1646.62,16,4,1
2021-08-07,Ataşehir,21949.9,7,3135.7,24,7,1
2021-08-07,Bayrampaşa,5456.49,12,454.71,28,12,2
2021-08-07,Beşiktaş,79804.31,31,2574.33,87,31,2
2021-08-07,Levent,73298.5,43,1704.62,134,43,2
2021-08-07,Pendik,23209.79,6,3868.3,19,6,1
2021-08-07,Üsküdar,6120.11,6,1020.02,14,6,1
2021-08-07,Şişli,51855.62,19,2729.24,52,19,1
2021-08-08,Ataşehir,14333.1,10,1433.31,27,10,1
2021-08-08,Bayrampaşa,6708.55,6,1118.09,15,6,2
2021-08-08,Beşiktaş,98770.2,30,3292.34,87,30,2
2021-08-08,Levent,111055.16,38,2922.5,117,38,2
2021-08-08,Pendik,8251.42,6,1375.24,20,6,1
2021-08-08,Üsküdar,602.91,4,150.73,11,4,1
2021-08-08,Şişli,23928.4,9,2658.71,27,9,1
2021-08-09,Ataşehir,40763.99,10,4076.4,31,10,1
2021-08-09,Bayrampaşa,24701.93,14,1764.42,40,14,2
2021-08-09,Beşiktaş,77346.28,37,2090.44,114,37,2
2021-08-09,Levent,85751.67,43,1994.22,147,43,2
2021-08-09,Pendik,13767.73,9,1529.75,26,9,1
2021-08-09,Üsküdar,7799.88,6,1299.98,14,6,1
2021-08-09,Şişli,27342.42,16,1708.9,46,16,1
2021-08-10,Ataşehir,70570.84,15,4704.72,44,15,1
2021-08-10,Bayrampaşa,10747.51,7,1535.36,25,7,2
2021-08-10,Beşiktaş,72690.03,33,2202.73,100,33,2
2021-08-10,Levent,83128.99,36,2309.14,108,36,2
2021-08-10,Pendik,2809.67,6,468.28,15,6,1
2021-08-10,Üsküdar,3287.36,10,328.74,30,10,1
2021-08-10,Şişli,46843.27,16,2927.7,44,16,1
2021-08-11,Ataşehir,13012.55,11,1182.96,39,11,1
2021-08-11,Bayrampaşa,21319.76,12,1776.65,37,12,2
2021-08-11,Beşiktaş,64475.43,31,2079.85,94,31,2
2021-08-11,Levent,72042.07,37,1947.08,117,37,2
2021-08-11,Pendik,19717.71,5,3943.54,13,5,1
2021-08-11,Üsküdar,2270.54,4,567.63,12,4,1
2021-08-11,Şişli,18735.44,11,1703.22,32,11,1
2021-08-12,Ataşehir,30357.67,16,1897.35,44,16,1
2021-08-12,Bayrampaşa,14690.13,11,1335.47,28,11,2
2021-08-12,Beşiktaş,70226.54,31,2265.37,95,31,2
2021-08-12,Levent,81277.7,38,2138.89,118,38,2
2021-08-12,Pendik,12432.12,7,1776.02,17,7,1
2021-08-12,Üsküdar,26025.98,8,3253.25,25,8,1
2021-08-12,Şişli,10777.94,6,1796.32,20,6,1
2021-08-13,Ataşehir,20146.96,6,3357.83,19,6,1
2021-08-13,Bayrampaşa,7279.59,10,727.96,29,10,2
2021-08-13,Beşiktaş,69586.89,30,2319.56,81,30,2
2021-08-13,Levent,77870.49,44,1769.78,114,44,2
2021-08-13,Pendik,9796.84,3,3265.61,11,3,1
2021-08-13,Üsküdar,9382.29,4,2345.57,14,4,1
2021-08-13,Şişli,12273.39,13,944.11,34,13,1
2021-08-14,Ataşehir,24939.97,11,2267.27,43,11,1
2021-08-14,Bayrampaşa,18043.96,8,2255.5,20,8,2
2021-08-14,Beşiktaş,60607.79,26,2331.07,80,26,2
2021-08-14,Levent,115166.03,44,2617.41,135,44,2
2021-08-14,Pendik,20800.93,10,2080.09,25,10,1
2021-08-14,Üsküdar,5369.98,8,671.25,17,8,1
2021-08-14,Şişli,3170.9,7,452.99,14,7,1
2021-08-15,Ataşehir,28023.13,9,3113.68,30,9,1
2021-08-15,Bayrampaşa,14537.9,18,807.66,45,18,2
2021-08-15,Beşiktaş,92920.95,28,3318.61,93,28,2
2021-08-15,Levent,59210.68,47,1259.8,127,47,2
2021-08-15,Pendik,16306.68,5,3261.34,13,5,1
2021-08-15,Üsküdar,4668.58,3,1556.19,9,3,1
2021-08-15,Şişli,9515.96,10,951.6,20,10,1
2021-08-16,Ataşehir,28195.24,12,2349.6,35,12,1
2021-08-16,Bayrampaşa,10087.99,9,1120.89,27,9,2
2021-08-16,Beşiktaş,30264.58,30,1008.82,80,30,2
2021-08-16,Levent,130543.12,42,3108.17,146,42,2
2021-08-16,Pendik,3160.76,6,526.79,21,6,1
2021-08-16,Üsküdar,40804.47,10,4080.45,34,10,1
2021-08-16,Şişli,21295.88,10,2129.59,31,10,1
2021-08-17,Ataşehir,32000.68,17,1882.39,58,17,1
2021-08-17,Bayrampaşa,24537.79,12,2044.82,41,12,2
2021-08-17,Beşiktaş,110576.32,38,2909.9,118,38,2
2021-08-17,Levent,62220.12,44,1414.09,118,44,2
2021-08-17,Pendik,579.74,2,289.87,3,2,1
2021-08-17,Üsküdar,19224.52,6,3204.09,22,6,1
2021-08-17,Şişli,8262.81,8,1032.85,24,8,1
2021-08-18,Ataşehir,4569.32,12,380.78,28,12,1
2021-08-18,Bayrampaşa,23769.91,15,1584.66,42,15,2
2021-08-18,Beşiktaş,22901.77,26,880.84,72,26,2
2021-08-18,Levent,111524.14,44,2534.64,141,44,2
2021-08-18,Pendik,9184.56,7,1312.08,17,7,1
2021-08-18,Üsküdar,14092.13,4,3523.03,14,4,1
2021-08-18,Şişli,19424.16,12,1618.68,33,12,1
2021-08-19,Ataşehir,28989.69,14,2070.69,43,14,1
2021-08-19,Bayrampaşa,52446.42,25,2097.86,72,25,2
2021-08-19,Beşiktaş,50902.99,23,2213.17,81,23,2
2021-08-19,Levent,64623.87,37,1746.59,111,37,2
2021-08-19,Pendik,9931.48,13,763.96,35,13,1
2021-08-19,Üsküdar,9364.78,8,1170.6,22,8,1
2021-08-19,Şişli,27559.84,9,3062.2,28,9,1
2021-08-20,Ataşehir,12130.08,13,933.08,35,13,1
2021-08-20,Bayrampaşa,14844.45,11,1349.5,31,11,2
2021-08-20,Beşiktaş,73418.64,33,2224.81,100,33,2
2021-08-20,Levent,83658.5,35,2390.24,105,35,2
2021-08-20,Pendik,3962.54,5,792.51,16,5,1
2021-08-20,Üsküdar,4357.59,8,544.7,19,8,1
2021-08-20,Şişli,11404.72,8,1425.59,25,8,1
2021-08-21,Ataşehir,49962.72,17,2938.98,58,17,1
2021-08-21,Bayrampaşa,28664.78,19,1508.67,53,19,2
2021-08-21,Beşiktaş,54598.55,39,1399.96,103,39,2
2021-08-21,Levent,77969.06,44,1772.02,140,44,2
2021-08-21,Pendik,12799.91,9,1422.21,27,9,1
2021-08-21,Üsküdar,296.65,3,98.88,10,3,1
2021-08-21,Şişli,38645.34,8,4830.67,30,8,1
2021-08-22,Ataşehir,21363.73,10,2136.37,31,10,1
2021-08-22,Bayrampaşa,41983.93,16,2624.0,40,16,2
2021-08-22,Beşiktaş,83133.01,27,3079.0,89,27,2
2021-08-22,Levent,74660.24,40,1866.51,128,40,2
2021-08-22,Pendik,21225.64,6,3537.61,23,6,1
2021-08-22,Üsküdar,8289.56,4,2072.39,10,4,1
2021-08-22,Şişli,28041.62,11,2549.24,36,11,1
2021-08-23,Ataşehir,10774.64,12,897.89,45,12,1
2021-08-23,Bayrampaşa,6345.97,8,793.25,21,8,2
2021-08-23,Beşiktaş,49727.71,29,1714.75,83,29,2
2021-08-23,Levent,95226.09,48,1983.88,152,48,2
2021-08-23,Pendik,20508.75,2,10254.37,6,2,1
2021-08-23,Üsküdar,22922.82,8,2865.35,32,8,1
2021-08-23,Şişli,31122.93,18,1729.05,55,18,1
2021-08-24,Ataşehir,6902.44,9,766.94,29,9,1
2021-08-24,Bayrampaşa,4413.54,8,551.69,19,8,2
2021-08-24,Beşiktaş,82459.52,35,2355.99,112,35,2
2021-08-24,Levent,80010.02,46,1739.35,126,46,2
2021-08-24,Pendik,17350.19,9,1927.8,22,9,1
2021-08-24,Üsküdar,6428.15,6,1071.36,16,6,1
2021-08-24,Şişli,21487.5,10,2148.75,24,10,1
2021-08-25,Ataşehir,31343.11,17,1843.71,50,17,1
2021-08-25,Bayrampaşa,12524.91,10,1252.49,23,10,2
2021-08-25,Beşiktaş,46011.81,22,2091.45,75,22,2
2021-08-25,Levent,87296.19,45,1939.92,139,45,2
2021-08-25,Pendik,798.92,6,133.15,17,6,1
2021-08-25,Üsküdar,10981.95,7,1568.85,20,7,1
2021-08-25,Şişli,31386.32,11,2853.3,35,11,1
2021-08-26,Ataşehir,53035.32,10,5303.53,41,10,1
2021-08-26,Bayrampaşa,59958.71,16,3747.42,60,16,2
2021-08-26,Beşiktaş,76378.92,32,2386.84,106,32,2
2021-08-26,Levent,55075.68,36,1529.88,108,36,2
2021-08-26,Pendik,33045.12,6,5507.52,18,6,1
2021-08-26,Üsküdar,14889.9,8,1861.24,29,8,1
2021-08-26,Şişli,27133.71,14,1938.12,46,14,1
2021-08-27,Ataşehir,18842.74,6,3140.46,20,6,1
2021-08-27,Bayrampaşa,7082.28,13,544.79,41,13,2
2021-08-27,Beşiktaş,49135.43,32,1535.48,87,32,2
2021-08-27,Levent,94312.93,45,2095.84,135,45,2
2021-08-27,Pendik,8040.13,3,2680.04,5,3,1
2021-08-27,Üsküdar,4515.55,5,903.11,15,5,1
2021-08-27,Şişli,20922.13,16,1307.63,47,16,1
2021-08-28,Ataşehir,53578.11,17,3151.65,54,17,1
2021-08-28,Bayrampaşa,25895.57,9,2877.29,30,9,2
2021-08-28,Beşiktaş,53666.79,24,2236.12,84,24,2
2021-08-28,Levent,105302.4,45,2340.05,145,45,2
2021-08-28,Pendik,22390.57,8,2798.82,22,8,1
2021-08-28,Üsküdar,4873.37,3,1624.46,6,3,1
2021-08-28,Şişli,10811.7,11,982.88,35,11,1
2021-08-29,Ataşehir,24061.53,13,1850.89,37,13,1
2021-08-29,Bayrampaşa,34153.93,16,2134.62,55,16,2
2021-08-29,Beşiktaş,38901.85,32,1215.68,95,32,2
2021-08-29,Levent,88710.88,43,2063.04,130,43,2
2021-08-29,Pendik,9389.5,3,3129.83,10,3,1
2021-08-29,Üsküdar,123.61,1,123.61,2,1,1
2021-08-29,Şişli,12704.04,10,1270.4,25,10,1
2021-08-30,Ataşehir,22021.88,12,1835.16,42,12,1
2021-08-30,Bayrampaşa,17696.29,10,1769.63,31,10,2
2021-08-30,Beşiktaş,78206.0,24,3258.58,72,24,2
2021-08-30,Levent,117956.34,45,2621.25,150,45,2
2021-08-30,Pendik,42183.34,10,4218.33,35,10,1
2021-08-30,Üsküdar,6412.9,3,2137.63,7,3,1
2021-08-30,Şişli,18138.18,19,954.64,58,19,1
2021-08-31,Ataşehir,26930.54,14,1923.61,42,14,1
2021-08-31,Bayrampaşa,10364.61,8,1295.58,25,8,2
2021-08-31,Beşiktaş,58619.99,29,2021.38,90,29,2
2021-08-31,Levent,63805.4,41,1556.23,114,41,2
2021-08-31,Pendik,19163.62,5,3832.72,16,5,1
2021-08-31,Üsküdar,16024.08,5,3204.82,15,5,1
2021-08-31,Şişli,18200.38,10,1820.04,34,10,1
2021-09-01,Ataşehir,47126.73,12,3927.23,36,12,1
2021-09-01,Bayrampaşa,3999.42,7,571.35,16,7,2
2021-09-01,Beşiktaş,61223.01,31,1974.94,88,31,2
2021-09-01,Levent,56628.4,44,1287.01,117,44,2
2021-09-01,Pendik,8558.3,5,1711.66,19,5,1
2021-09-01,Üsküdar,9864.45,7,1409.21,14,7,1
2021-09-01,Şişli,20117.8,9,2235.31,28,9,1
2021-09-02,Ataşehir,43320.42,17,2548.26,56,17,1
2021-09-02,Bayrampaşa,18755.78,14,1339.7,44,14,2
2021-09-02,Beşiktaş,83941.21,34,2468.86,105,34,2
2021-09-02,Levent,142178.33,45,3159.52,129,45,2
2021-09-02,Pendik,14667.72,7,2095.39,26,7,1
2021-09-02,Üsküdar,17218.73,4,4304.68,13,4,1
2021-09-02,Şişli,8484.06,8,1060.51,17,8,1
2021-09-03,Ataşehir,14194.49,16,887.16,43,16,1
2021-09-03,Bayrampaşa,32453.27,17,1909.02,43,17,2
2021-09-03,Beşiktaş,89369.43,40,2234.24,113,40,2
2021-09-03,Levent,139936.08,46,3042.09,136,46,2
2021-09-03,Pendik,12233.27,8,1529.16,23,8,1
2021-09-03,Üsküdar,22993.3,9,2554.81,28,9,1
2021-09-03,Şişli,37703.05,13,2900.23,38,13,1
2021-09-04,Ataşehir,25482.41,8,3185.3,23,8,1
2021-09-04,Bayrampaşa,44645.76,15,2976.38,54,15,2
2021-09-04,Beşiktaş,62176.47,27,2302.83,75,27,2
2021-09-04,Levent,80972.32,50,1619.45,137,50,2
2021-09-04,Pendik,12268.3,3,4089.43,15,3,1
2021-09-04,Üsküdar,14113.15,5,2822.63,12,5,1
2021-09-04,Şişli,26077.84,18,1448.77,46,18,1
2021-09-05,Ataşehir,24130.65,12,2010.89,37,12,1
2021-09-05,Bayrampaşa,24215.88,10,2421.59,24,10,2
2021-09-05,Beşiktaş,23916.89,32,747.4,91,32,2
2021-09-05,Levent,70696.9,27,2618.4,86,27,2
2021-09-05,Pendik,7026.92,4,1756.73,10,4,1
2021-09-05,Üsküdar,2295.61,1,2295.61,3,1,1
2021-09-05,Şişli,6654.6,14,475.33,44,14,1
2021-09-06,Ataşehir,22563.67,13,1735.67,39,13,1
2021-09-06,Bayrampaşa,2785.65,8,348.21,19,8,2
2021-09-06,Beşiktaş,20952.26,30,698.41,91,30,2
2021-09-06,Levent,86223.93,47,1834.55,145,47,2
2021-09-06,Pendik,2447.51,4,611.88,7,4,1
2021-09-06,Üsküdar,23127.86,7,3303.98,25,7,1
2021-09-06,Şişli,22998.34,16,1437.4,53,16,1
2021-09-07,Ataşehir,54644.4,14,3903.17,37,14,1
2021-09-07,Bayrampaşa,22387.13,19,1178.27,53,19,2
2021-09-07,Beşiktaş,108482.47,32,3390.08,109,32,2
2021-09-07,Levent,86240.85,37,2330.83,119,37,2
2021-09-07,Pendik,6592.95,4,1648.24,11,4,1
2021-09-07,Üsküdar,13653.89,4,3413.47,20,4,1
2021-09-07,Şişli,9199.68,10,919.97,30,10,1
2021-09-08,Ataşehir,22446.61,5,4489.32,16,5,1
2021-09-08,Bayrampaşa,4925.83,11,447.8,23,11,2
2021-09-08,Beşiktaş,59195.45,33,1793.8,94,33,2
2021-09-08,Levent,98013.97,40,2450.35,125,40,2
2021-09-08,Pendik,8688.63,6,1448.1,14,6,1
2021-09-08,Üsküdar,5232.91,4,1308.23,11,4,1
2021-09-08,Şişli,22879.68,15,1525.31,45,15,1
2021-09-09,Ataşehir,46050.92,23,2002.21,64,23,1
2021-09-09,Bayrampaşa,26248.76,11,2386.25,37,11,2
2021-09-09,Beşiktaş,65772.99,40,1644.32,104,40,2
2021-09-09,Levent,68919.03,39,1767.15,130,39,2
2021-09-09,Pendik,19242.73,7,2748.96,20,7,1
2021-09-09,Üsküdar,43789.34,7,6255.62,26,7,1
2021-09-09,Şişli,9319.95,9,1035.55,25,9,1
2021-09-10,Ataşehir,25698.97,16,1606.19,50,16,1
2021-09-10,Bayrampaşa,12625.05,13,971.16,37,13,2
2021-09-10,Beşiktaş,47225.97,35,1349.31,104,35,2
2021-09-10,Levent,125290.61,46,2723.71,134,46,2
2021-09-10,Pendik,8405.69,7,1200.81,26,7,1
2021-09-10,Üsküdar,22570.48,9,2507.83,25,9,1
2021-09-10,Şişli,62212.91,20,3110.65,61,20,1
2021-09-11,Ataşehir,28723.18,18,1595.73,56,18,1
2021-09-11,Bayrampaşa,10449.28,8,1306.16,20,8,2
2021-09-11,Beşiktaş,31668.07,27,1172.89,86,27,2
2021-09-11,Levent,63989.45,44,1454.31,127,44,2
2021-09-11,Pendik,6045.19,5,1209.04,13,5,1
2021-09-11,Üsküdar,4101.62,3,1367.21,8,3,1
2021-09-11,Şişli,22182.86,10,2218.29,32,10,1
2021-09-12,Ataşehir,37005.86,13,2846.6,43,13,1
2021-09-12,Bayrampaşa,34156.63,15,2277.11,43,15,2
2021-09-12,Beşiktaş,54931.76,29,1894.2,90,29,2
2021-09-12,Levent,95818.88,34,2818.2,97,34,2
2021-09-12,Pendik,12260.57,7,1751.51,30,7,1
2021-09-12,Üsküdar,15135.27,9,1681.7,27,9,1
2021-09-12,Şişli,16104.22,7,2300.6,22,7,1
2021-09-13,Ataşehir,19598.22,13,1507.56,46,13,1
2021-09-13,Bayrampaşa,24136.78,14,1724.06,47,14,2
2021-09-13,Beşiktaş,72147.13,27,2672.12,71,27,2
2021-09-13,Levent,111358.97,48,2319.98,146,48,2
2021-09-13,Pendik,6664.57,6,1110.76,16,6,1
2021-09-13,Üsküdar,8113.69,6,1352.28,22,6,1
2021-09-13,Şişli,17608.44,7,2515.49,24,7,1
2021-09-14,Ataşehir,29525.42,13,2271.19,36,13,1
2021-09-14,Bayrampaşa,14116.09,13,1085.85,35,13,2
2021-09-14,Beşiktaş,54038.37,33,1637.53,93,33,2
2021-09-14,Levent,112117.0,54,2076.24,162,54,2
2021-09-14,Pendik,9870.86,3,3290.28,12,3,1
2021-09-14,Üsküdar,22360.1,9,2484.46,35,9,1
2021-09-14,Şişli,45913.02,18,2550.72,58,18,1
2021-09-15,Ataşehir,8550.73,10,855.07,24,10,1
2021-09-15,Bayrampaşa,51384.44,16,3211.53,45,16,2
2021-09-15,Beşiktaş,47794.55,34,1405.72,109,34,2
2021-09-15,Levent,49143.72,31,1585.28,98,31,2
2021-09-15,Pendik,6078.44,4,1519.61,11,4,1
2021-09-15,Üsküdar,4605.09,6,767.52,13,6,1
2021-09-15,Şişli,24892.72,11,2262.97,35,11,1
2021-09-16,Ataşehir,28074.86,16,1754.68,58,16,1
2021-09-16,Bayrampaşa,26238.44,13,2018.34,37,13,2
2021-09-16,Beşiktaş,125131.44,36,3475.87,105,36,2
2021-09-16,Levent,65498.86,38,1723.65,113,38,2
2021-09-16,Pendik,1000.4,2,500.2,3,2,1
2021-09-16,Üsküdar,6349.98,4,1587.49,14,4,1
2021-09-16,Şişli,14844.41,7,2120.63,24,7,1
2021-09-17,Ataşehir,7614.83,11,692.26,35,11,1
2021-09-17,Bayrampaşa,29981.61,11,2725.6,33,11,2
2021-09-17,Beşiktaş,71457.64,34,2101.7,109,34,2
2021-09-17,Levent,55117.42,44,1252.67,115,44,2
2021-09-17,Pendik,25183.94,9,2798.22,33,9,1
2021-09-17,Üsküdar,2251.81,5,450.36,18,5,1
2021-09-17,Şişli,19216.45,7,2745.21,20,7,1
2021-09-18,Ataşehir,31137.28,14,2224.09,43,14,1
2021-09-18,Bayrampaşa,54927.23,12,4577.27,40,12,2
2021-09-18,Beşiktaş,47890.84,26,1841.96,83,26,2
2021-09-18,Levent,27271.54,27,1010.06,62,27,2
2021-09-18,Pendik,6102.59,6,1017.1,17,6,1
2021-09-18,Üsküdar,11092.57,6,1848.76,18,6,1
2021-09-18,Şişli,28788.15,9,3198.68,22,9,1
2021-09-19,Ataşehir,14030.5,13,1079.27,39,13,1
2021-09-19,Bayrampaşa,15466.8,10,1546.68,32,10,2
2021-09-19,Beşiktaş,45457.05,33,1377.49,96,33,2
2021-09-19,Levent,104975.0,58,1809.91,158,58,2
2021-09-19,Pendik,6582.65,5,1316.53,11,5,1
2021-09-19,Üsküdar,616.52,3,205.51,10,3,1
2021-09-19,Şişli,23970.13,19,1261.59,56,19,1
2021-09-20,Ataşehir,2689.31,8,336.16,17,8,1
2021-09-20,Bayrampaşa,24360.63,13,1873.89,35,13,2
2021-09-20,Beşiktaş,74396.45,25,2975.86,77,25,2
2021-09-20,Levent,68531.08,52,1317.91,133,52,2
2021-09-20,Pendik,8838.58,4,2209.65,14,4,1
2021-09-20,Üsküdar,22099.45,5,4419.89,14,5,1
2021-09-20,Şişli,41104.34,18,2283.57,56,18,1
2021-09-21,Ataşehir,11304.56,13,869.58,37,13,1
2021-09-21,Bayrampaşa,8535.83,5,1707.17,19,5,2
